@relation 'final_electricity_dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-V-R1,23-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute connected_load_kw numeric
@attribute units numeric

@data
0.436509,4748.64
0.347818,4946.2
0.461799,4921.39
0.443811,5020.7
0.314159,2196.26
0.426714,4321.18
0.268032,3488.34
0.325378,2152.08
0.332502,2522.42
0.418878,4421.77
0.530187,4941.2
0.715761,5672.91
0.398041,3479.49
0.428851,4801.96
0.359038,4360.09
0.356545,2601.73
0.20089,1882.56
0.370614,4616.66
0.439537,4581.95
0.366162,2404.02
0.689225,7558.97
0.564203,4048.8
0.456278,4874.36
0.470169,2647.09
0.438646,4813.33
0.293856,1230.52
0.362066,2413.27
0.271772,2623.17
0.438825,4581.65
0.449866,4922.97
0.437934,4645.29
0.445058,4462.5
0.365093,2651.63
0.42618,4359.42
0.568299,4053.1
0.416919,4431.53
0.441318,4292.35
0.435975,4274.47
0.350134,1912.55
0.436153,4523.94
0.454497,4035.96
0.414069,4760.04
0.526981,3485.7
0.784684,5436.24
0.650579,6794.75
0.689225,6482.63
0.816563,7960.17
0.450401,4706.27
0.450935,4352.96
0.561354,5961.61
0.429029,4286.64
0.494212,5323.72
0.426714,4523.94
0.55049,3662.17
0.442386,5026.89
0.526981,6336.31
0.437934,4679.97
0.415316,4683.94
0.703117,8376.64
0.436153,4394.19
0.533215,4485.15
0.419056,4250.97
0.661621,4204.71
0.442921,4503.57
0.437756,4449.03
0.429564,4415.07
0.448264,4628.2
0.451825,4626.84
0.421728,4339.75
0.408192,4412.67
0.436687,4829.58
0.424043,4549.87
0.270347,2789.53
0.436509,4951.57
0.420659,4440.69
0.490472,5451.04
0.46447,5466.73
0.586643,7084.83
0.40463,2601.83
0.26073,3430.63
0.437222,4676.77
0.457881,4453.83
0.447017,4810.61
0.604096,5558.61
0.198397,3769.15
0.443989,4503.97
0.427961,4752.43
0.435619,4547.02
0.434016,4921.96
0.568833,5013.13
0.442565,4733.23
0.208192,3010.46
0.390561,4531.16
0.42992,4533.42
0.586287,6783.65
0.280677,4163.97
0.616207,7080.57
0.408905,4380.26
0.411042,2350.42
0.681567,7203.72
0.422262,4886.9
0.452004,5015.36
0.440427,4542.9
0.193945,2937.25
0.573464,3727.63
0.535708,5165
0.435619,4520.92
0.962066,8801.5
0.40748,4575.73
0.402671,2700.2
0.300801,2916.38
0.301692,2386.18
0.382369,6230.55
0.436509,4323.25
0.442565,2705.07
0.4561,3997.27
0.407124,5000.76
0.566162,4774.06
0.345325,3252.51
0.45984,4920.61
0.505788,3479.71
0.29902,3208.37
0.445236,4243.97
0.167765,1395.66
0.178629,2624.36
0.39163,2111.69
0.431345,4553.53
0.555654,5388.29
0.470703,5638.98
0.419412,4662.04
0.453072,5044.33
0.59252,7848.4
0.162422,3959.61
0.427427,5105.88
0.44862,6389.91
0.530543,5513.6
0.440784,4642.31
0.43366,4739.47
0.449332,4003.23
0.390739,2940.17
0.443633,4980.64
0.70276,3992.62
0.450757,4914.43
0.414604,4222.32
0.417988,4524.44
0.344613,6749.9
0.498842,3014.48
0.434016,4485.41
0.511665,6061.06
0.557792,3541.03
0.431879,4954.74
0.938914,10049.19
0.385574,6029.02
0.414782,4387.74
0.419056,5111.32
0.634016,5258.37
0.231523,1713.69
0.495815,5708.18
0.650757,5345.23
0.431167,4473.18
0.413535,4431.03
0.443099,5025.89
0.433126,5001.21
0.496527,5148.29
0.434016,4367.98
0.204274,2962.24
0.424221,4482.18
0.429564,4817.02
0.409083,2149.33
0.425824,4287.75
0.203206,3773.88
0.444524,4957.79
0.413891,4035.68
0.435263,4591.65
0.441496,4713.52
0.38415,4100.93
0.244702,5319.81
0.326269,2290.83
0.449332,5037.06
0.675156,4845.55
0.42618,5098.76
0.28976,3146.31
0.432057,4531.85
0.687622,5644.86
0.202671,1884.4
0.385931,2611.9
0.44203,4656.92
0.42333,4742.53
0.520214,6269.93
0.227427,3368.74
0.478718,6720.61
0.41496,4657.96
0.455031,4240.18
0.308459,5195.97
0.779875,8228.49
0.433838,4615.56
0.344791,3301.39
0.44862,4440.47
0.425111,4884.79
0.208549,3752.96
0.425467,4954.69
0.407836,4871.63
0.418878,4420.76
0.436331,4870.78
0.249154,4568.65
0.446839,4824.58
0.523776,4314.02
0.450579,4509.15
0.239537,1821.05
0.176135,2085.36
0.524666,3222.03
0.420481,5027.13
0.441852,6839.53
0.437044,4862.83
0.427248,4582.57
0.424221,4560.76
0.512199,6932.5
0.624043,4196.74
0.423865,4393.36
0.447551,5200.26
0.409261,4709.08
0.651113,8238.02
0.433838,4606.76
0.403206,4731.31
0.308459,3936.39
0.447195,4507.5
0.437044,4616.11
0.420303,4414.04
0.556901,7490.18
0.452004,4416.15
0.418166,4727.45
0.55138,6713.42
0.432413,4766.4
0.468566,5320.49
0.426892,4391.48
0.564203,4533.47
0.420303,4523.24
0.5626,2873.46
0.451825,3997.09
0.433482,4500.98
0.430632,4772.32
0.588602,8097.64
0.292787,3069.02
0.204452,4185.88
0.416563,4128.57
0.422796,4294.55
0.44203,4680.12
0.609261,5426.78
0.625111,5422.8
0.437934,4447.42
0.427961,4516.56
0.426002,4143.22
0.416385,5543.49
0.451113,4846.56
0.413001,4556.05
0.415494,5657.87
0.750134,6940.51
0.419234,4452.79
0.281033,2454.76
0.421371,4262.57
0.998753,11651.94
0.420481,4893.1
0.309172,1896.18
0.092075,1641.59
0.424221,4471.5
0.446305,4686.64
0.411932,4242.14
0.441318,4556.35
0.535708,6140.73
0.461799,4182.91
0.107213,3453.8
0.414604,6324.47
0.418166,4219.16
0.48228,4436.92
0.432947,5111.84
0.422262,4665.46
0.432591,4711.57
0.45325,4793.15
0.381834,2859.88
0.423152,4990.47
0.456634,4630.63
0.449332,4393.92
0.361354,3917.68
0.409795,4972.38
0.201069,1815.19
0.446126,4796.69
0.446661,4971.38
0.432057,5018.54
0.941941,8793.24
0.674978,6936.85
0.592876,7857.42
0.50935,4361.4
0.410686,4881.64
0.418878,4657.33
0.406233,2507.46
0.422618,4801.92
0.426536,4595.4
0.421549,3744.06
0.539092,5494.34
0.430454,4339.74
0.22618,1831.93
0.476402,5407.15
0.424577,4622.17
0.380944,5128.82
0.431879,4942.87
0.431345,4855.08
0.269991,2902.57
0.719145,5795.28
0.435975,4476.16
0.438112,5183.42
0.449688,5050.7
0.138201,3321.14
0.455922,4476.9
0.665539,5210.91
0.25699,2027.74
0.429742,4641.75
0.446661,4467.69
0.456812,5448.55
0.551024,4513.51
0.642743,4808.05
0.436687,4714.36
0.173998,3695.05
0.425824,5055.09
0.674443,6263.77
0.585931,4733.77
0.331612,4025.35
0.49724,2657.03
0.265539,4191.4
0.451647,5039.12
0.425111,4682.25
0.47569,4188.94
0.269991,2302
0.437934,4584.9
0.426892,4650.29
0.429742,4732.19
0.450045,5116.22
0.404987,3606.65
0.531434,4225.4
0.633126,4557.26
0.429742,4306.32
0.456456,4799.28
0.364381,3873.53
0.440962,4537.08
0.410151,4211.81
0.473553,5199.23
0.47106,3846.93
0.430988,4459.37
0.157257,1006.39
0.440784,4261.86
0.427248,4923.98
0.265361,2956.03
0.151202,3155.29
0.440071,5002.89
0.49902,4543.81
0.526269,2552.26
0.420303,4136.46
0.176313,4102.79
0.451647,4887.4
0.678362,6591.02
0.422084,4423.05
0.405165,4312.17
0.59715,5295.89
0.547818,3554.97
0.431879,4764.47
0.43829,4812.33
0.652716,5670.65
0.598219,5216.18
0.385396,4602.44
0.421549,4567.25
0.403028,4586.3
0.167943,1257.86
0.278362,3117.39
0.716652,9182.12
0.435975,4588.66
0.42333,6958
0.150668,4196.01
0.382903,2340.54
0.439715,4322.58
0.432591,4680.18
0.450223,4816.39
0.430988,4224.17
0.434907,4348.2
0.428851,4695.83
0.304363,1601.87
0.425646,4845.74
0.423152,4602.05
0.436509,5007.07
0.681211,7408.79
0.413713,4448.04
0.437756,4984.03
0.214604,3101.53
0.558148,6492.83
0.437222,4674.4
0.463936,5160.17
0.30935,5137.57
0.265717,5651.27
0.421371,4743.91
0.694034,5264.74
0.421728,4913.64
0.446483,5736.29
0.665895,3345.3
0.384328,4322.65
0.430454,4731.54
0.291897,2915.24
0.321282,1946.61
0.442921,4829.71
0.444524,5224.3
0.417988,5083.62
0.404274,4860.5
0.44577,1926.24
0.435975,4571.61
0.322351,2985.13
0.527694,5124.47
0.409795,3296.93
0.416028,5003.31
0.554764,4824.29
0.682636,6068.11
0.84862,5148.68
0.277471,2597.87
0.634907,4470.05
0.287801,4289.39
0.357435,6187.86
0.450579,4923.71
0.429742,4752.61
0.409261,4712.37
0.427783,3444.17
0.424933,3890.36
0.456278,4769.92
0.445414,4284.98
0.557614,5178.87
0.563847,6286.59
0.416207,4355.56
0.40748,4777.83
0.560285,4391.49
0.537845,6340.67
0.449866,5153.48
0.462511,4930.2
0.417631,4955.38
0.4187,4559.28
0.421728,4514.6
0.696883,5250.27
0.632413,3706.8
0.475868,5401.8
0.469991,3273.65
0.424755,4615.16
0.183081,2290.31
0.542654,9059.54
0.675156,5215.84
0.223508,2544.13
0.22707,4485.35
0.258059,2646.12
0.418344,4047.24
0.491184,6836.54
0.547996,5772.46
0.413535,4369.82
0.407302,3591.44
0.443811,4170.97
0.61211,5573.29
0.429386,4101.91
0.112912,1300.33
0.458415,4389.78
0.439359,4555.4
0.378985,4874.17
0.411932,4820.96
0.439003,4362.97
0.490294,3989.41
0.774176,5466.91
0.439359,4701.82
0.381656,2676.89
0.57756,4773.9
0.417988,3208.86
0.195904,3685.05
0.786287,6490.66
0.748175,4894.41
0.111665,3048.35
0.431879,4697.57
0.334283,2813.45
0.446839,4766.27
0.445948,4552.85
0.435441,4889.48
0.238468,3398.97
0.436153,4579.3
0.473731,7695.61
0.461086,5103.27
0.476046,3167.14
0.466429,3432.6
0.712734,7027.52
0.1252,901.53
0.419412,4407.61
0.666251,4999.47
0.348531,4443.03
0.445236,4445.74
0.44577,4836.22
0.458237,7608.25
0.440427,4514.37
0.437934,6804.9
0.168655,1668.54
0.434016,4547.93
0.598931,7304.07
0.431879,4568.55
0.762244,5526.69
0.457346,4265.16
0.08228,3540.81
0.357079,3778.4
0.1813,2109
0.260374,5562.05
0.39911,4252.56
0.106679,1985.31
0.58041,5656.21
0.424221,5157.28
0.515939,7115.72
0.430098,4344.03
0.440427,4371.52
0.202315,5242.3
0.665539,7300.83
0.42333,5065.96
0.620659,3580.63
0.564025,6777.3
0.63829,5447.39
0.439537,5029.43
0.4374,4662.43
0.429029,4479.79
0.723241,5965.73
0.554942,4660.61
0.363847,2033.09
0.103473,1727.87
0.069457,1844.21
0.441674,5044.25
0.255209,3461.28
0.144256,1725.74
0.309706,3067.02
0.854853,8524.69
0.440071,4933.65
0.453606,4941.35
0.440784,4962.87
0.442565,2503.43
0.240249,3997.37
0.748531,7082.06
0.430988,4400.72
0.61496,3572.15
0.572395,6083.02
0.395191,4467.02
0.323063,4078.87
0.435975,4949.3
0.450045,4472.16
0.619412,7040.09
0.817097,9318.39
0.390917,2018.41
0.420659,4299.33
0.371861,3160.34
0.347462,6983.85
0.426714,4802.6
0.447729,4409.92
0.574354,8317.37
0.45984,5097.42
0.443277,4398.83
0.363669,5267.12
0.447373,4512.15
0.389136,4039.16
0.527516,4070.45
0.34675,2959.31
0.443989,4848.47
0.550312,6020.11
0.797507,7363.18
0.429207,4889.41
0.405165,4178.64
0.527516,4476.53
0.447373,4740.4
0.446126,5453.42
0.453785,5186.36
0.680677,7248.29
0.438825,4944.41
0.289581,2057.33
0.416741,4292.8
0.254675,3212.65
0.40837,4449.06
0.309172,3437.61
0.443099,4938.02
0.422084,4526.97
0.448976,4832.14
0.591808,4784.39
0.449688,4526.85
0.713268,5179.66
0.204809,2517.8
0.698842,4914.48
0.126803,1846.38
0.433304,4390.27
0.50561,5123.45
0.447195,4784.85
0.465183,6046.48
0.420303,4727.48
0.429207,4588.82
0.104363,4259.73
0.427961,4215.59
0.550846,5016.21
0.419412,4311.21
0.254141,5416.77
0.430454,4271.28
0.551202,5861.78
0.448085,4832.24
0.426892,4773.25
0.594479,6489.69
0.645592,5552.4
0.420303,4185.14
0.424221,4963.6
0.428317,4867.43
0.360285,3485.8
0.418522,5042.11
0.35886,2126.18
0.603562,7360.17
0.43366,4851.83
0.411932,4091.14
0.138557,2365.73
0.240606,2070.57
0.239359,2397.83
0.647729,7693.29
0.487801,4480.68
0.109528,4008.25
0.449332,5305.01
0.915227,9563.8
0.408549,4383.17
0.322173,4982.9
0.645058,7977.67
0.446126,4957.99
0.341407,3848.92
0.457703,4779.11
0.463936,3903.81
0.440249,4425.98
0.665895,5862.46
0.420837,4423.66
0.400356,4452.18
0.487801,5107.35
0.421193,4207.2
0.442565,4613.02
0.44577,4321.2
0.402315,5027.63
0.427427,4466.8
0.320926,4686.98
0.529118,5343.75
0.235441,4248.48
0.574533,7962.08
0.447729,4859.25
0.431523,4415.21
0.68691,6075.26
0.445236,2894.26
0.367765,3734.04
0.457881,4724.87
0.476402,5601.99
0.422262,4044.43
0.41959,4893.45
0.486732,5973.58
0.442565,4906.57
0.419412,4363.26
0.23829,2635.68
0.43366,5136.13
0.42333,4287.71
0.433304,4535.9
0.454319,4731.08
0.563491,4416.28
0.427248,4735.46
0.432235,4836.79
0.439003,4709.09
0.736955,4697.23
0.437578,4645.77
0.425646,4666.2
0.372395,2877.41
0.425111,4583.3
0.440962,3383.92
0.471416,4746.18
0.439003,5080.1
0.460374,4334.16
0.287088,3109.88
0.430098,4987.67
0.486198,4310.53
0.450223,4284.53
0.491006,7322.19
0.238825,1195.33
0.543722,4890.05
0.455209,4863.91
0.430276,4957.7
0.46358,6913.45
0.29813,1404.34
0.446661,4610.54
0.437044,4638.56
0.026536,2009.31
0.418522,4361.55
0.446483,4388.36
0.440606,5183.07
0.523776,6270.93
0.180766,4791.36
0.450401,4953.12
0.413535,4291.65
0.482636,4379.31
0.424221,4964.11
0.420125,4769.19
0.637756,3558.89
0.398397,4304.69
0.445592,4766.15
0.643455,4758.44
0.430454,4523.14
0.582903,3578.31
0.507391,4886.2
0.507747,7622.54
0.420659,4565.25
0.438825,4276.72
0.439537,4479.58
0.438646,4429.05
0.437934,4549.34
0.307391,5111.19
0.434194,4653.16
0.220659,2498.8
0.422618,4572.79
0.208014,2357.64
0.424399,4734.18
0.395904,4876.94
0.555298,7274.27
0.425111,4306.52
0.419412,4836.24
0.412467,4915.17
0.419234,4498.11
0.435263,4348.86
0.632947,7365.94
0.676046,3939.99
0.424221,5067.73
0.470347,5603.07
0.552271,7885.27
0.691006,5005.49
0.449688,5157.09
0.436687,5054.03
0.627961,6890.09
0.29065,6171.63
0.311487,4620.74
0.413713,4206.05
0.428139,4644.37
0.419412,4383.86
0.120926,3356.13
0.465717,2332.01
0.194479,2242.34
0.83829,6886.13
0.415494,4446.92
0.436866,4563.42
0.513446,2953.75
0.451825,4947.72
0.443277,5182.58
0.189314,3323.32
0.330899,3470.84
0.469635,4885.11
0.255922,2167.73
0.664114,7841.43
0.417988,4532.83
0.451291,5117.8
0.416028,4684.87
0.443989,4427.61
0.312199,3861.87
0.44577,4752.42
0.420837,4480.9
0.763134,4458.36
0.414426,4152.69
0.489403,3674.63
0.534283,4085.54
0.425111,4850.88
0.440427,4915.93
0.473375,4880.55
0.4374,4644.41
0.509172,5460.9
0.413891,4712.87
0.322707,4070.86
0.477471,6407.7
0.30098,3743.19
0.698842,6861.54
0.079252,1022.65
0.448085,4411.61
0.339448,3911.88
0.427961,4870.38
0.24203,2508.01
0.283882,2379.73
0.439715,4294.18
0.41585,3094.59
0.582725,6231.56
0.696883,5198.25
0.603206,5407.44
0.442386,4907.56
0.406411,4045.61
0.461443,4461.23
0.372573,2652.07
0.326269,3038.55
0.439537,4799.53
0.610686,5292.27
0.392876,4219.51
0.095102,978.13
0.434372,4516.96
0.423152,4951.08
0.427605,4351.85
0.412289,4473.05
0.376492,3339.22
0.708994,7185.45
0.424221,4283.88
0.324844,4431.89
0.44488,4710.43
0.454853,5057.19
0.175957,1842
0.164737,2410.22
0.4561,3397.92
0.50935,3350.56
0.78041,7936.98
0.674978,4312.64
0.433304,4648.07
0.448085,4624.63
0.426714,4598.93
0.273731,3278.5
0.451825,4580.7
0.430276,4803.14
0.421906,4680.21
0.455387,4702.69
0.422618,4174.95
0.38878,4454.72
0.453785,3047.76
0.349421,4378.35
0.524132,4928.73
0.293678,3178.36
0.411398,4350.4
0.455209,4323.88
0.437578,3253.13
0.323063,2572.18
0.479964,5058.85
0.394657,5708.44
0.097774,1369.01
0.445236,5983.14
0.449688,4631.02
0.108994,1788.36
0.414782,4800.46
0.427427,4584.59
0.606055,7655.6
0.421549,4840.89
0.456812,4610.85
0.445236,4763.82
0.428317,4870.6
0.553874,3646.19
0.546215,4051.13
0.538379,5464.01
0.451469,4505.73
0.294034,5088.71
0.64577,5462.5
0.619056,7207.85
0.447195,4460.83
0.572217,8269.34
0.457703,4611.33
0.159929,1443.43
0.403028,5796.69
0.41585,4880.85
0.567587,6830.17
0.240606,2710.39
0.436153,4721.27
0.743366,9216.52
0.451113,5047.2
0.443099,4631.1
0.41122,4589.99
0.455031,5173.32
0.497418,8394.02
0.565093,3871.95
0.447729,4309.09
0.291006,2444.35
0.420837,4961.39
0.445592,4982.56
0.435441,4482.16
0.445058,4883.73
0.564915,2994.79
0.600178,3885.52
0.857703,6401.13
0.417809,4737.08
0.345503,4436.76
0.26447,1307.97
0.428851,5115.59
0.351024,1787.41
0.45699,4617.86
0.374889,6144.54
0.252004,1758
0.446661,4699.65
0.481211,4081.65
0.455744,4587.47
0.437934,4184.18
0.417275,4295.54
0.435797,4712.59
0.538914,2800.24
0.768477,9905.4
0.710775,5045.39
0.508459,7181.01
0.634728,7883.48
0.443099,4429.31
0.463936,4712.67
0.441496,5257.09
0.45984,5031.66
0.364025,4615.99
0.198575,2645.84
0.282458,4667.3
0.559751,6658.57
0.409795,4565.57
0.445948,5206.48
0.782012,6135.71
0.561354,6229.78
0.34675,2237.98
0.356011,5066.26
0.659484,3191.24
0.44203,4538.16
0.355833,6169.74
0.222796,1376.09
0.461799,4608.16
0.476759,4705.16
0.40748,4635.47
0.539448,3612.22
0.805343,6548.57
0.418166,4633.11
0.43455,4641.03
0.438646,4665.63
0.399466,2947.39
0.063758,1609.33
0.407124,4385.37
0.06358,1399.88
0.415672,4789.64
0.388246,3469.66
0.547818,3488.52
0.429564,4790.14
0.477115,3279.29
0.606768,3809.33
0.424399,4212.09
0.454141,4792.81
0.452538,4613.79
0.422796,4922.93
0.537311,3692.57
0.429386,2924.91
0.421728,4558.28
0.260374,3507.79
0.150846,2200.09
0.454675,4720.45
0.558682,4263.5
0.483704,6278.98
0.427783,4751.02
0.390739,5372.88
0.44951,5002.41
0.363491,2070.56
0.44862,4816.19
0.801247,10729.11
0.410864,4565.24
0.451113,4791.68
0.42333,4656.94
0.442565,4638.2
0.44203,4812.76
0.122173,2373.62
0.430454,4596.69
0.50098,5528.33
0.525735,4659.98
0.754408,5715.86
0.453785,4525.49
0.436331,4897.15
0.44488,4474.66
0.235797,2488.9
0.44114,4883.77
0.391451,3897.02
0.454853,4967.45
0.362066,4965.04
0.098486,2586.15
0.112378,2203.11
0.456278,5761.04
0.451647,4583.9
0.702939,7259.88
0.831345,11720.39
0.454319,4255.89
0.451469,4871.42
0.322885,3802.69
0.143366,1288.61
0.447729,4352.86
0.361175,3125.32
0.444524,4747.36
0.432591,4664.39
0.50276,4633.26
0.447373,4694.24
0.152983,1657
0.637934,4855.58
0.494212,5426.42
0.428851,4488.26
0.247195,5017.21
0.454319,5135.92
0.869813,6685.15
0.476046,5446.88
0.438112,4346.85
0.488691,5212.11
0.409973,4592.16
0.158504,1467.42
0.205699,1525.58
0.464826,6376.4
0.339448,2567.66
0.422262,5066.46
0.421193,4749.1
0.44203,4828.91
0.434016,4438.83
0.433482,4641.91
0.070525,1585.05
0.194835,1628.15
0.44577,4675.75
0.41496,4213.74
0.291897,4997.36
0.450579,4784.07
0.255922,5710.34
0.423687,4366.87
0.410508,4340.7
0.425824,4441.78
0.423152,4866.34
0.404987,4359.78
0.386287,2521.48
0.557435,4000.26
0.439893,4662.69
0.432591,4171.7
0.220659,2808.42
0.414604,4906.64
0.213179,2405.28
0.365806,4559.3
0.426714,5127.97
0.494746,2965.45
0.34301,3960.61
0.657346,2905
0.496171,5800.61
0.436509,4733.91
0.593054,4114
0.428851,4315.67
0.442743,4825.66
0.538557,5654.49
0.511131,3067.53
0.447017,4990.05
0.345503,3958.39
0.426002,4251.2
0.140873,4072.56
0.450401,4835.36
0.422084,4495.96
0.440784,5043.69
0.450223,3769.42
0.438825,4865.83
0.718077,6326.71
0.431523,4597.93
0.44203,4950.34
0.629207,4299.58
0.462867,4747.09
0.40463,4826.31
0.439003,5112.12
0.420481,4731.33
0.653963,5752.58
0.50935,7152.81
0.433838,4602.46
0.414782,4775.82
0.419947,5028.37
0.395904,3900.04
0.290472,2802.96
0.422974,2955.07
0.488691,3914.97
0.689403,7252.61
0.056278,1170.91
0.436331,5114.47
0.432235,4850.16
0.332858,2296.5
0.279786,1744.97
0.438112,4364.94
0.28228,4424.63
0.65325,9389.77
0.407658,2626.41
0.528406,3576.88
0.469101,4324.99
0.370258,1817.3
0.421728,4836.16
0.406055,4442.56
0.236153,3050.45
0.457703,5317.56
0.454319,4350.87
0.379697,2886.36
0.544078,4849.74
0.539804,6845.66
0.455031,4618.94
0.445236,4380.23
0.352271,2913.44
0.284417,3833.59
0.399466,4290.7
0.430632,4559.63
0.428139,4194.7
0.433838,4507.46
0.419056,5322.95
0.430988,4590.9
0.425467,4264.03
0.207658,2408.44
0.440962,5032.39
0.451825,4647.98
0.427427,4387.32
0.422084,4588.09
0.442743,5123.1
0.423152,4528.74
0.395904,2845.84
0.620659,3545.96
0.635619,7365.2
0.437222,4744.02
0.421728,3461.89
0.458415,4814.81
0.406233,4747.78
0.435085,4078.44
0.430988,3693.05
0.444167,4759.93
0.446839,5006.03
0.420125,4504.6
0.441318,4088.29
0.285129,2154.04
0.346037,2300.64
0.577204,6711.64
0.424221,5137.61
0.446126,4811.28
0.40285,4203.67
0.378985,4013.42
0.424399,4319.59
0.445592,4674.47
0.457881,4698.64
0.455387,4842.31
0.194479,2948.36
0.328406,4344.49
0.199822,4182.47
0.487622,4008.79
0.41959,4339.27
0.456634,4481.81
0.412645,3132.86
0.44114,4167.63
0.351736,4094.68
0.42333,3285.69
0.447373,2650.68
0.519145,4956.11
0.330899,2916.14
0.250045,2600.43
0.440606,4811.87
0.313802,4229.56
0.430098,4529.34
0.720036,5034.06
0.426714,4518.96
0.235975,3022.62
0.442386,4980.93
0.338914,3128.29
0.407836,4369.8
0.146394,1319.2
0.430632,4078.65
0.452004,4837.3
0.439893,4530.08
0.409083,4364.77
0.312021,5481.9
0.417097,4702.66
0.497952,4083.55
0.435619,3244.23
0.25325,2109.53
0.427248,4269.62
0.366518,5069.39
0.271772,2574.9
0.573464,7116.21
0.476581,3703.61
0.363313,3043.91
0.418344,6381.8
0.369546,2708.12
0.447907,5082.21
0.450579,4486.98
0.431523,4504.65
0.433838,4171.71
0.559394,5497.19
0.429564,4116.34
0.600712,3203.72
0.383972,7028.32
0.568299,3829.3
0.418878,4352.9
0.443099,4881.99
0.647017,5013.48
0.439181,3690.46
0.251291,3500.36
0.44488,4428
0.412823,4584.93
0.714159,10618.47
0.59715,4614.27
0.718433,5891.58
0.557257,3802.28
0.585752,4899.45
0.231701,3090.79
0.431167,4301.89
0.43081,4121.18
0.455209,4496.32
0.533571,4915.56
0.442921,5014.41
0.417275,4429.93
0.45236,4625.32
0.444524,4167.05
0.423687,5016.43
0.535886,4423.64
0.491006,6719.95
0.929118,6575.51
0.45236,4942.57
0.236866,3334.35
0.352093,2180.05
0.412467,4286.18
0.448442,4833.08
0.417809,4244.06
0.648442,5673.3
0.41211,4554.21
0.411042,4250.48
0.229029,1244.29
0.416207,4825.65
0.370614,2448.9
0.417988,3573.4
0.576848,4646.5
0.424577,4217.55
0.424399,4248.64
0.438468,5053.88
0.760997,8381.96
0.579697,7707.14
0.44488,4456.29
0.433126,6533.07
0.356545,2441.02
0.548353,6423.48
0.408192,2920.27
0.229207,2196.86
0.504898,3645.07
0.439715,4911.17
0.175957,3107.91
0.416207,4477.99
0.413713,4374.81
0.674622,3735.11
0.437756,5219.72
0.552271,5890.19
0.406768,5128.37
0.413179,4330.16
0.44951,4622.45
0.426002,4410.21
0.422974,4882.89
0.413179,4208.63
0.403206,4131.99
0.422084,4551.03
0.451113,4461.51
0.443811,4315.6
0.361175,2799.98
0.401603,4168.02
0.21959,3876.49
0.42992,4716.71
0.416919,4672.02
0.122529,1580.32
0.436866,4783.48
0.435263,4239.41
0.459484,4529.96
0.436866,5029.67
0.092965,1557.83
0.281745,4372.26
0.425111,4236.65
0.521638,3076.2
0.421193,4195.26
0.173642,4715.1
0.433482,4878.91
0.436331,4315.6
0.459127,4819.8
0.294746,2765.98
0.569012,4221
0.416028,4550.76
0.330721,2654.13
0.582547,3182.49
0.414069,4173.05
0.640427,4068.54
0.386999,1651.52
0.447195,4787.13
0.183615,2338.51
0.273909,3785.28
0.425824,4998.42
0.450579,4835.41
0.431879,4597.85
0.4,4584.48
0.459305,4706.31
0.465361,4883.76
0.407302,4780.66
0.404452,4729.78
0.609795,7312.1
0.570793,4326.18
0.220837,1532.3
0.431701,3923.61
0.42333,4162.75
0.441674,4299.35
0.26447,1668.98
0.261621,2076.44
0.440249,4520.53
0.198041,5330.84
0.405521,2530.87
0.407302,4176.72
0.421015,4428.35
0.442565,4797.36
0.434194,4599.99
0.567587,4122.45
0.695459,8652.65
0.434372,4859.77
0.442921,4838.96
0.441496,4727.98
0.43366,4506.28
0.376313,5188.97
0.440606,4135.76
0.439359,5101.81
0.419768,4756.67
0.145325,2420.78
0.419056,4768.09
0.544078,4391.62
0.446126,4467.67
0.607302,5793.65
0.369902,5809.64
0.318611,1857.37
0.442565,4388.99
0.550846,6680.21
0.818878,8831.24
0.424577,4499.85
0.504007,3159.01
0.084951,1548.52
0.422262,4289.52
0.628495,4502.22
0.417988,4684.67
0.878183,8273.47
0.574176,4040.49
0.455031,4702.13
0.775245,9552.42
0.439359,4426.44
0.428673,4919.28
0.439537,4730.93
0.549243,5671.98
0.690828,4089.58
0.093143,1563.66
0.70098,5016.9
0.444702,4638.83
0.400178,3165.19
0.444167,5036.49
0.409261,4584.92
0.425824,4425.79
0.401603,2954.63
0.435975,4759.15
0.716474,5894.51
0.658237,4885.55
0.209261,1280.25
0.054853,2433.37
0.177026,2049.06
0.437222,4729.06
0.571505,6853.02
0.442565,4279.69
0.501158,3683.04
0.432947,4915.95
0.255031,2180.41
0.443455,5002.89
0.337311,2364.44
0.412645,4750.67
0.343722,4612.79
0.604452,3877.24
0.447195,4648.9
0.426714,4445.37
0.821015,7197.32
0.447907,4757.46
0.443455,4497.61
0.455565,4661.47
0.461621,4653.88
0.515939,3791.07
0.684951,4861.36
0.310062,2733.97
0.338557,4115.34
0.466785,3126.56
0.42618,4868.03
0.454497,5109.76
0.444167,4502.7
0.42707,4592.86
0.544791,7003.35
0.57008,6414.35
0.494212,5448.44
0.310062,5140.21
0.115761,2419.56
0.430098,4485.22
0.443455,4926.5
0.515227,3520.14
0.426358,4126.45
0.583081,4437.95
0.526981,6096.72
0.818344,8829.34
0.435441,4875.12
0.213357,4218.67
0.446483,4382.29
0.433126,4605.85
0.44203,4430.35
0.450935,4371.96
0.309884,2358.4
0.428495,4824.31
0.446483,4884.64
0.51683,4850.31
0.427783,2604.59
0.382725,2455.54
