@relation final_electricity_dataset-weka.filters.unsupervised.attribute.Remove-R22

@attribute fan numeric
@attribute refrigerator numeric
@attribute airconditioner numeric
@attribute television numeric
@attribute monitor numeric
@attribute monthlyhours numeric
@attribute tariffrate numeric
@attribute forecastwindproduction numeric
@attribute systemloadea numeric
@attribute smpea numeric
@attribute co2intensity numeric
@attribute actualwindproduction numeric
@attribute num_rooms numeric
@attribute num_people numeric
@attribute housearea numeric
@attribute is_ac numeric
@attribute is_tv numeric
@attribute is_flat numeric
@attribute ave_monthly_income numeric
@attribute num_children numeric
@attribute is_urban numeric
@attribute units numeric

@data
14.16,22.11,1.94,12.75,0.98,540.28,8.17,463.69,4285.14,55.23,512.23,541.81,1.99,4.75,825.9,0,1.03,0,24154.16,1.01,0.96,4620.22
13.41,21.58,1.96,12.77,0.97,538.04,8.63,742.72,6461.45,434.01,462.38,704.82,2.08,4.85,803.93,0,1.04,0,23995.91,1.04,0.95,4390.79
16.7,21.2,2.02,19.39,1.05,468.36,8.05,451.41,4144.04,55.01,461.63,447.76,2.02,5.15,811.05,0,1.01,0,24826.9,0.98,1.04,4873.14
8.33,23.16,2.87,18.87,1.05,459.75,8.39,429.03,4197.9,55.08,485.81,441.98,2.03,4.78,765.94,0,0.99,0,23840.29,0.96,0.96,4693.9
16.21,22.65,1,17.4,0.96,655.3,7.76,431.47,3989.84,57.6,493.61,430.92,1.97,5.04,791.44,0,0.96,0,25171.29,1.01,1,5713.59
13.46,21.18,2.07,13.5,0.99,524.12,8.02,673.15,4427.08,70.66,452.45,694.7,1.94,4.8,812.93,0,1.04,0,24111.6,1.02,0.97,4901.46
14.04,22.67,1.97,8.02,1.02,449.42,9.23,436.52,4230.09,55.51,462.32,455.19,1.91,4.83,818.6,0,1.03,0,25619.7,0.99,0.98,3685.05
17.84,21.2,1.05,5.02,1.02,502.67,7.94,441.43,3900.23,57.36,473.73,435.89,2,5.23,817.92,0,0.96,0,24085.14,0.95,1.02,3220.94
13.92,22.07,1.96,13.17,0.99,539.27,8.13,493.07,3947.75,86.84,413.67,467.07,1.96,4.84,826.84,0,1.02,0,24539.96,1.02,1.02,4943.21
19.89,22.93,2.95,12.67,11.71,673.57,9.41,445.23,3951.42,54.15,456.96,440.57,1.95,5.11,778.92,0,0.96,0,25375.66,0.98,1.02,7628.17
5.21,16.56,2.98,13.55,1.02,453.46,7.61,461.24,3984.27,52.83,472.11,431.09,2.08,4.79,825.33,0,1,0,24039.36,1.05,1.03,4413.94
14.17,21.7,2.03,12.66,0.97,532.13,8.63,51.79,3772.53,51.46,605.02,47.82,2.07,5.23,781.83,0,0.95,0,23721.15,0.95,0.95,4729.65
13.98,20.99,1.96,12.74,0.97,537.19,8.32,185.17,4439.34,45.21,597.36,178.97,2.09,4.96,802.23,0,1,0,23723.2,0.96,0.99,4692.57
14.58,22.2,1.93,13.21,0.95,538.41,8.52,349.14,4396.29,57.79,537.49,449.46,2.06,4.84,756.17,0,1,0,24427.03,1.01,0.96,4724.78
13.74,22.32,2.05,13.05,0.97,517.26,8.31,526.04,5143.76,71.93,497.09,625.93,1.96,4.94,765.19,0,0.96,0,24264.22,1.03,1.01,4967.49
17.72,23,2.1,4.02,12.45,503.54,8.6,443.33,4245.71,56.21,462.18,455.31,1.97,5.09,779.79,0,0.98,0,23691.19,1.04,1,5141.1
21.61,21.35,2.02,6.11,0.98,459.09,7.42,456.93,4036.03,54.26,468.28,422.77,2.04,5.05,794.13,0,0.98,0,24988.35,0.95,1.04,3964.14
14.55,22.77,2.02,12.73,1,514.61,8.19,105.62,4744.51,58.15,443.13,136.87,1.92,4.89,806.32,0,0.98,0,25654.43,0.98,1.04,5006.73
9.3,18.21,0.98,18.84,0.97,523.17,8.5,431.01,3916.81,56.16,478.06,449.22,2.07,4.88,797.9,0,1.02,0,25953.77,0.97,0.97,3649.7
18.04,22.1,2.91,9.24,0.99,534.53,9.05,456.89,3920.8,52.56,498.5,451.11,1.98,4.86,768.96,0,1.01,0,24574.38,1.02,0.97,5451.72
14.02,21.63,2.02,12.61,0.97,524.87,8.66,2.15,4399.82,259.23,486.73,13.54,2.05,4.94,784.34,0,0.98,0,24310.24,0.95,1.01,4973.82
22.92,22.47,2.94,15.34,0.96,711.43,8.04,455.71,4067.88,54.72,472.7,464.14,2,5.22,796.28,0,0.98,0,25938.59,0.99,0.97,8571.56
14.46,22.97,1.99,12.42,0.99,497.76,8.73,169.04,3018.48,43.25,639.84,146.72,1.96,5.12,812.22,0,0.96,0,23881.1,1.04,1.04,4642.78
14.65,22.3,2.07,13.59,1.03,496.28,8.23,1097.22,3519.28,60.91,367.93,1074.93,2.06,5.23,752.1,0,0.96,0,23617.11,1.04,0.98,4684.87
15.92,22.65,1.04,4.94,11.52,647.71,9.31,458.63,4188.07,56.16,475.18,452.34,1.99,5.14,824.59,0,1.02,0,25646.61,1.02,0.99,5169.22
5.89,22.36,1.04,9.06,0.99,427.05,7.76,421.2,4137.73,55.49,460.54,461.16,2.02,4.83,763.7,0,0.99,0,25932.37,1,0.96,2969
13.66,21.95,1.96,12.61,0.96,519.53,8.22,461.13,4296.68,53.11,474.03,454.2,3.12,2,886.15,0,1.05,0,25741.96,1.96,0,4575.52
19.65,24.1,1.92,18.95,1.01,511.64,7.88,454.68,3924.73,53.57,499.01,445.99,2.02,5.11,757.85,0,0.97,0,24945.29,1.04,0.99,5196.75
19.94,21.11,1.99,11.73,0.95,462.4,9.36,426.15,4211.23,57.92,492.05,438.45,1.98,4.95,771.57,0,1.02,0,24143.09,1.04,1.04,3983.78
7.7,19.77,2.91,16.11,7.29,403.68,8.25,423.27,4113.69,55.32,467.13,465.24,1.95,4.95,820.34,0,1.01,0,24117.15,1.05,0.99,4197.54
14.36,23.1,2.01,13.17,1.02,524.08,8.12,195.88,3931.87,44.56,603.24,202.45,1.98,4.89,785.2,0,0.95,0,25835.76,0.96,1.05,4716.94
14.67,22.25,2.07,13.53,1,528.93,8.41,425.12,4256.64,55.82,484.49,424.89,2.08,7.75,606.28,1,1.05,0.98,21399.57,1.01,0.98,5244.48
13.47,22.39,1.96,16.34,1.01,405.69,7.36,436.46,3992.16,57.39,481.41,440.28,2.1,4.78,804.76,0,1.04,0,24998.75,1.03,0.98,3568.01
17.51,21.99,1.97,21.01,1.02,484.22,9.48,430.55,4089.31,54.52,500.53,447.15,2.02,5.01,775.61,0,0.98,0,25903.77,1.04,1.03,4640.81
18.38,22.4,0.97,10.83,11.82,599.02,8.17,446.59,4308.51,56.09,497.33,462.01,2.09,5.15,777.33,0,0.99,0,25879.68,1,1,5165.92
8.33,22.22,0,16.13,7,524.1,8.5,420.34,4214.47,53.96,473.01,430.79,2.08,4.83,828.59,0,1.01,0,23749.41,1.02,1,3701.97
22.38,21.9,2.94,9.7,0.98,618,7.71,450.83,4291.18,55.28,489.26,454.91,2.02,5.07,815.63,0,1.02,0,24068.82,1.03,1.03,7019.98
9.71,22.41,2.92,18.95,0.95,404.67,8.61,425.25,4232.82,54.94,479.76,440,2.02,4.78,788.09,0,1.03,0,25818.14,0.98,0.97,4393.21
14.17,21.88,1.98,13.56,1.02,504.86,8.62,1104.97,4430.7,70.57,420.82,1122.88,2.05,4.88,786.27,0,1.01,0,23862.66,1.04,0.96,4491.84
14.33,22.55,2.93,7.19,1,499.04,8.82,445.43,4187.68,56.36,466.01,461.37,1.96,4.99,823.22,0,1.03,0,23811.75,1.03,1,5158.62
14.2,21,1.91,13.32,1.04,499.11,8.22,698.63,5020.84,50.51,485.56,629.64,2.06,5.24,754.46,0,1.04,0,23926.35,1.01,1.02,4097.01
23.82,21.76,0.97,14.25,1.02,613.74,7.57,463.91,4229.76,54.53,488.54,460.06,1.94,5.16,825.73,0,0.98,0,25528.8,0.96,1,4868.52
4.95,19.66,0,20.69,0.95,339.9,7.32,450.31,4083.99,56.65,477.04,422.77,1.99,5.15,755.94,0,1,0,24931.25,1.03,1.01,1906.59
11.51,22.38,2.88,18.29,1.05,579.22,8.29,452.04,4070.63,52.55,489.49,437.94,2.05,5.16,799.62,0,0.99,0,24034.34,1.02,0.95,6665.62
4.98,21.01,1.01,19.83,0.98,457.08,8.81,451.77,4225.34,55.37,488.89,453.35,2.1,4.8,807.19,0,0.98,0,24613.08,1.03,1.03,3598.38
12.78,24.1,0,14.35,0.98,418.78,7.48,435.58,4075.93,52.77,481.87,464.72,2.1,5.13,828.99,0,1,0,24241.27,1,1.03,2660.12
13.41,22.15,0,6.16,11.56,474.55,9.12,458.6,4277.46,55.02,491.26,436.37,1.96,5.23,803.91,0,0.98,0,24670.77,1.03,1.05,2954.11
14.1,22.98,1.9,12.81,1.01,499.18,8.65,725.9,5218.78,61.8,470.21,640.54,2.01,5.07,768.35,0,1.03,0,25936.82,1.03,0.96,4215.31
14.11,21.54,2,13.42,1.03,525.91,8.71,732.59,3972.54,48.5,520.73,677.52,1.93,5,812.76,0,0.97,0,24270.12,0.98,0.99,5101.45
10.59,21.63,2.87,11.05,1,637.72,9.3,444.98,4083.78,56.14,470.13,465.23,2.05,4.81,783.51,0,0.99,0,24337.82,1.03,1.04,6488.04
13.4,22.13,1.92,13.16,0.99,519.47,8.48,1595.48,4910.21,82.41,428.11,1411.8,2.05,4.96,829.22,0,1,0,23715.11,1.03,1.04,4709.69
14.03,22.5,1.92,12.87,0.98,529.09,8.26,350.03,2405.47,44.7,539.83,392.04,2.09,4.93,774.38,0,0.98,0,25420.04,1,0.96,4621.28
14.16,22.43,2.04,12.47,1.02,513.58,8.22,457.27,3997.09,55.06,473.15,452.88,2.89,7.94,706.47,1,1.03,0,24044.21,0.96,0,4570
6.98,17.27,1.04,17.39,1.01,307.77,7.6,434.54,4114.57,52.68,491.35,436.58,2.07,4.89,786.72,0,0.95,0,25896.9,0.99,0.96,2042.64
13.43,22.74,2.01,12.7,1.04,526.42,8.08,468.35,4753.24,63.19,507.67,458.99,1.9,4.95,765.1,0,0.98,0,23574.26,0.98,1.01,4881.34
18.18,23.42,0.97,14.66,0.98,476.57,8.55,457.31,4219.3,55.09,503.07,426.49,2.02,5.01,780.59,0,0.99,0,23848.7,1.03,1.03,3834.54
14.17,21.6,1.99,12.99,1.01,529.1,8.19,100.56,4779.77,57.71,385.72,162.33,1.93,5.04,808.94,0,0.96,0,25727.1,1,0.98,4793.99
19.56,24.01,3.07,7.98,0.97,582.64,8.69,423.52,4255.26,52.61,467.55,461.29,2.07,4.93,751.12,0,1.02,0,23977.98,0.98,1.04,5865.68
14.35,20.93,1.98,13.46,1.01,532.14,8.28,1181.26,5821.84,63.28,388.43,938.87,1.99,4.95,789,0,0.96,0,25321.72,1.03,0.99,4721.32
14.13,22.03,1.95,13.13,0.96,519.48,8.8,289.98,2569.18,39.21,582.49,185.55,1.91,4.97,795.24,0,1.02,0,25530.99,0.97,0.99,4847.47
7.02,19.4,3.1,9.62,0.97,585.22,9.23,426.16,3924.62,55.82,498.75,447.31,2,4.96,772.88,0,0.95,0,25128.78,0.98,1.04,5426.45
5.24,19.13,0.98,17.44,0.97,494.67,8.18,443.21,4144.7,53.35,489.99,448.4,1.96,5.18,776.48,0,1.02,0,23963.75,1.03,1.04,3212.32
12.37,21.31,0,15.22,1.04,536.43,8.4,426.49,3935.03,52.64,460.01,447.74,2.07,5.12,818.45,0,0.98,0,24480.45,0.97,1.02,3058.9
15.77,22.56,2,5.78,1.04,376.05,8.75,432.22,4066.86,54.1,482.92,442.79,2.09,5.07,816.81,0,0.98,0,25918.42,1.04,0.97,3121.94
13.59,22.65,1.97,12.66,0.95,492.85,7.99,896.86,4686.4,49.21,478.35,914.94,2.04,4.89,783.71,0,1,0,25531.3,0.99,0.96,4587.22
13.68,22.45,1.94,13.45,0.98,523.59,8.68,576.97,3195.15,46.23,400.11,622.89,1.94,5.25,773.29,0,1.04,0,24292.69,1,1.01,4687.87
13.95,22.8,2.08,13.4,0.95,491.91,8,102.69,5399.71,345.3,481.77,153.37,2.01,5.01,798.99,0,0.96,0,25775.59,0.99,1,4341.3
13.73,22.23,2.02,13.29,1.04,512.29,8.21,422.91,4232.88,53.95,483.93,437.08,0.98,7.13,899.83,0,1.02,0,34306.86,1.03,1.04,4859.07
13.76,21.41,1.99,13.26,1.02,525.08,8.7,569.34,4354.19,68.47,484.49,578.02,1.92,4.78,767.92,0,0.96,0,24812.69,0.99,0.98,4473.29
21.38,22.78,0.98,21.8,0.96,771.51,8.15,439.24,4154.69,55.29,484.82,450.06,2.04,5.15,814.78,0,0.99,0,25435.43,1.03,0.96,7040.41
14.37,21.77,2.05,12.64,1.02,533.12,8.27,268,4353.68,46.86,388.88,252.6,1.94,5.11,782.88,0,1,0,25282.42,0.96,1.03,5116.45
21.9,24.07,2.96,7.22,0.99,570.42,8.81,442.12,3946.01,54.15,500.45,446.5,1.92,4.84,788.49,0,1,0,25897.3,1.02,0.97,6067.11
13.89,22.07,1.94,12.68,1.03,490.38,8.54,35.49,3988.68,53.32,639.79,41.51,1.98,5.04,792.76,0,0.97,0,25829.46,0.95,0.97,4319.7
14.5,21.45,1.93,13.11,1.04,533.94,8.6,719.24,2916.09,40.75,410.64,756.81,1.92,5.12,799.62,0,1.04,0,25336.61,1.03,1.01,4510.92
8.27,23.94,3.03,3.93,0.99,391.16,8.71,458.56,4252.43,55.58,497.47,452.42,1.93,4.93,777.16,0,0.98,0,24305.21,1.02,1.02,3619.16
14.14,22.78,2.08,12.78,0.98,520.89,8.48,88.27,2662.74,48.03,551.52,34.09,2.07,5.16,753.81,0,1,0,25238.58,0.98,1.04,5088.94
5.13,18.1,2.01,11.03,1.05,298.73,9.48,453.29,4233.84,56.11,482.16,466.83,2.05,4.91,795.81,0,1.04,0,25248.97,1.04,0.99,2173.57
21.02,24.05,2.1,10.89,0.97,647.89,7.51,421.26,4048.65,57.64,462.53,443.09,1.98,4.84,751.32,0,0.96,0,25849.35,0.99,0.96,6546.71
15.4,23.58,2.92,22.68,0.99,754.29,9.13,427.14,4260.03,57.51,488.19,460.26,2,5.07,776.01,0,0.95,0,23995.17,1,0.95,8823.37
11.59,23.1,1.99,15.18,1.03,446.47,8.12,454.19,4297.09,57.92,480.78,465.99,2.04,4.94,761.4,0,1.04,0,23666.15,1.01,0.96,4349.18
13.46,21.27,1.95,13.17,1.04,518.98,8.06,406.53,4355.63,78.42,383.19,510.08,1.98,4.95,792.05,0,1.02,0,25459.34,0.98,1.01,4585.52
14.01,22.97,2.02,13.39,1.02,520.1,8.66,837.62,4196.81,48.51,469.3,913.56,2.06,5.02,784.88,0,0.99,0,25664.01,0.99,0.98,5051.32
16.34,22.38,2.01,6.29,0.98,525.61,8.51,422.66,4151.95,55.64,499.69,446.73,2.08,5.11,813.14,0,0.96,0,23830.76,0.98,1.03,4773.72
13.43,21.86,0,2.91,12.02,411.83,8.25,455.22,3948.29,56.7,464.21,443.47,2.06,4.81,814.74,0,0.95,0,25973.11,0.99,1.03,2535.97
5.83,17.03,1.02,18.08,7.05,383.6,7.71,453.49,4170.05,56.49,478.62,428.7,1.91,4.9,760.19,0,0.98,0,24061.49,0.97,1.04,2961.68
7.79,16.8,0.96,7.28,1.04,350.65,9.44,450.01,3904.93,52.66,474.26,454.29,2.06,4.79,822.18,0,1.04,0,25759.23,1.04,1.01,1976.18
13.94,23.07,2.05,12.55,1.01,527.03,8.7,170.02,3490.67,46.31,530.84,227.59,1.99,5.02,761.32,0,0.95,0,25567.71,1,0.96,4743.65
13.19,21.78,1.04,3.86,1.02,267.6,9.1,420.26,3899.46,56.11,482.57,435.45,2,5.14,765.53,0,1.05,0,25932.01,1,0.97,1772.2
22.64,23.22,2.87,6.73,0.98,652.8,8.33,426.06,4209.51,54.14,458.25,448.2,2.02,4.96,822.42,0,0.97,0,24751.47,1.05,0.99,6374.03
7.78,21.17,2.94,11.79,0.98,369.23,7.41,455.61,4048.37,53.21,457.88,432.83,2.04,4.89,768.01,0,1.03,0,24782.99,1.03,0.95,3415.59
14.42,21.66,2.08,13.27,0.97,513.67,8.75,481.18,4822.12,119.05,332.51,672.51,2.03,5.11,784.07,0,0.96,0,25500.04,0.97,0.98,4566.35
13.59,22.5,2,12.79,1.03,539.71,8.48,486.92,3557.04,56.09,425.31,626.28,1.94,5.25,775.42,0,1,0,25977.29,1.03,1,5013.39
8.57,18.9,0,12.49,6.91,454.64,8.95,434.58,3913.72,55.69,463.45,466.5,1.94,4.92,800.45,0,0.95,0,23884.24,0.99,0.96,2589.45
14.64,20.98,2.06,13.24,1.01,498.02,8.37,343.45,3901.36,48.09,429.16,380.85,2.09,5.21,764.2,0,1.05,0,25417.23,1.03,0.98,4248.22
16.56,22.36,2.03,4.18,0.96,543.45,8.81,455.45,3928.06,55.61,467.81,442.33,2,5.02,820.16,0,0.98,0,25620.76,0.97,0.96,4574.3
19.83,23.82,1.01,15.68,1.01,588.4,8.92,441.71,4294.94,55.08,489.06,444.17,2.01,4.91,750.57,0,1.02,0,23785.48,1.02,1,5328.49
22.97,22.09,1.03,12.33,1.02,508.45,8,459.83,3945.84,54.91,485.96,462.45,1.9,5.1,763.67,0,0.99,0,23842.56,0.95,0.97,4412.21
15.85,21.35,2.06,17.85,12.52,564.21,8.83,462.57,4171.58,55.94,496.37,426.94,1.97,5.21,811.88,0,0.98,0,23882.01,0.98,0.99,5716.4
21.94,22.57,0.97,17.48,12.28,564.93,8.07,461.28,4103.7,55.02,472.49,431.85,2.02,5.04,811.2,0,1.05,0,25875.72,1.03,1.03,5775.3
13.39,22.44,2.06,5.95,1.02,404.33,8.9,462.22,3961.81,54.69,484.04,442.97,2.1,5.24,759.27,0,0.95,0,24665.84,0.97,0.98,3496.81
10.03,23.03,0,15.25,1.01,384.03,7.99,439.01,4295.83,56.06,458.24,452.23,2.09,4.97,792.49,0,0.96,0,24642.6,0.99,0.97,2386.72
13.88,22.33,1.98,12.52,1.01,492.97,8.62,326.26,5517.81,114.72,351.67,409.43,2.06,4.9,815.78,0,1.04,0,24909.51,1.04,0.99,4175.19
14.21,22.57,2.07,13.52,0.98,523.29,8.32,1010.76,4320.87,62.22,404.58,869.79,1.93,4.97,798.2,0,1.05,0,25059.27,1.03,0.98,4702.94
13.99,22.37,2.89,14.93,1.02,578.99,8.25,445.07,4162.88,57.61,471.08,454.54,1.92,4.76,823.27,0,1.02,0,25498.02,1.03,0.97,5698.34
9.69,21.19,0,21.82,0.96,446.06,8.49,436.92,3923.89,57.37,476.53,463.69,1.94,4.86,817.68,0,0.97,0,24887.22,1.05,0.96,3042.25
14.53,21.43,2.04,13.1,0.98,496.56,7.99,1165.95,4532.22,65.59,512.04,1025,2.01,5.03,770.38,0,1,0,25756.73,0.96,1.01,4425.67
13.55,22.29,1.9,12.68,0.97,504.68,8,398.77,4847.7,58.95,489.3,403.9,2.07,4.89,794.63,0,1,0,23926.77,0.95,1.05,4527.63
13.56,21.29,2.07,12.84,1.04,513.39,8.28,17.3,4619.81,63.83,486.17,58.89,1.94,5,756.1,0,1,0,24462.53,0.95,0.97,4418.88
20.05,21.99,2.89,4.12,0.95,545.49,7.81,443.39,4259.74,54.42,479.79,460.08,1.95,5.18,824.93,0,1.04,0,25043.33,0.97,1.03,5378.49
21.14,22.48,0,18.84,11.65,734.57,8.26,462.74,3971.56,56.04,486.97,465.87,1.97,5.13,827.3,0,1.02,0,25520.88,0.98,1.04,5678.63
11.65,24.09,0.98,17.38,1.01,505.21,8.01,430.36,4290.56,57.63,462.19,451.55,1.92,5.12,771.58,0,1.02,0,24098.34,0.98,0.97,4304.41
10.27,20.77,0,21.06,1.04,525.37,8.24,457.86,4026.06,52.49,487.93,452.73,2,5.18,754.97,0,1.04,0,25148.37,0.95,1,3306.26
17.7,22.16,2.86,12.05,1.02,617.36,8.08,449.69,4185.51,55.12,464.16,465.87,2.07,5.19,807.68,0,0.96,0,25345.78,0.96,1.02,6153.57
13.4,22.77,1.98,13.35,1.01,527.13,8.53,178.42,4655.92,57.09,370.45,160.21,2.07,5.16,758.82,0,1.03,0,25950.49,1.04,1.03,4953.42
14.54,21.35,3.12,11.52,0.95,570.67,7.92,431.99,4183.93,53.61,467.36,430.66,2.09,5.1,766.64,0,0.99,0,24924.64,0.96,1.03,6088.06
15.56,22.89,2.91,9.3,12.1,519.76,9.04,456.82,4167.29,53.13,495.9,453.27,2.04,5.16,796.8,0,1.04,0,25133.06,1.05,0.99,5923.29
23.68,21.84,2.02,3.04,11.55,684.92,9.13,457.09,4107.4,55,484.72,451.37,1.9,4.8,760.38,0,1.01,0,24535.59,1.01,1.05,6065.34
20.51,23.39,3.1,12.48,0.99,767.24,9.62,458.59,4145.28,57.36,498.77,446.99,1.93,4.78,789.07,0,1.03,0,24673.9,0.97,1.01,9115.28
15.87,21.97,1.03,20.91,0.98,478.69,8.65,433.55,4286.86,57.8,473.86,450.34,1.98,5.03,790.5,0,0.97,0,23873.19,1.02,0.95,3980.57
17.36,22.18,2.07,20.82,1.01,613.66,9.72,432.39,4080.3,53.46,501.46,443.05,2.03,4.94,773.57,0,0.95,0,24264.99,1.03,1.04,6808
14.27,22.82,2.08,13.33,1.03,522.83,8.18,1167.87,4031.81,59.21,380.39,922.47,2.02,4.83,782.36,0,1.03,0,24883.98,1,1.02,4891.66
14.42,21.27,2.02,13.5,1.04,518.06,8.77,1541.28,5026.29,75.92,300.01,1439.4,1.94,4.87,789.84,0,0.99,0,24599.24,1.04,0.97,4633.63
20.52,21.07,0,10.93,12.29,690.36,9.48,459.02,4296.51,57.71,484.72,442.9,2.03,5.18,780.68,0,0.98,0,25917.63,0.99,1.04,5307.5
14.65,21.62,2.04,12.83,1,535.45,8.16,679.68,4583.34,44.93,497.3,722.15,1.93,5.07,804.03,0,1,0,25472.33,1.01,0.98,4455.24
13.69,21.77,1.9,13.59,1.04,506.76,8.6,191.33,3978.89,54.5,368.68,547.64,2.1,5.18,768.39,0,0.98,0,24784.1,0.99,0.95,4782.79
20.17,21.84,0.96,17.31,11.9,773.09,8.2,427.56,3933.32,57.34,465.23,435.91,1.98,4.88,825.52,0,0.97,0,25403.65,1.05,1.05,7676.4
22.03,22.56,2.08,16.42,0.97,706.42,9.13,433.27,4160.18,53.37,475.53,451.14,2.09,5.19,804.91,0,1.04,0,24875.84,0.97,1.01,7419.88
23.7,22.29,0,5.83,0.99,474.4,8.45,453.87,4248.34,53.44,487.09,450.57,2.02,5.12,795.84,0,1.01,0,25472.7,1,1.02,2950.4
15.52,21.01,0.97,12.2,0.97,595.47,8.07,433.64,4087.67,56.98,467.3,463.2,1.99,5.12,824.93,0,1.03,0,25296.36,0.98,0.98,4514.52
4.82,22.15,0.96,12.82,1,400.04,8.38,463.61,4281.89,55.6,494.72,432.59,2.07,5.13,789.05,0,1.03,0,24931.22,1.02,1.03,2881.93
13.3,21.88,1.91,13.13,0.99,500.9,8.19,1286.09,4850.59,46.33,441.74,1155.4,2.06,5.22,761.04,0,1,0,24966.47,0.98,1.03,4453.48
8.68,21.31,0,5.15,1.03,227.08,8.71,430.08,4242.24,54.9,474.63,443.51,1.9,4.77,782.91,0,1.03,0,24565.97,0.97,1.01,965.94
22.78,22.07,2.07,3.98,1.02,471.81,7.43,437.02,3967.25,53.04,496.11,459.85,2.07,4.84,773.99,0,1,0,24824.82,0.95,1.05,4099.31
17.7,22.46,3.03,9.02,1.04,452.75,8.72,422.27,3921.12,56.63,474.77,461.79,1.94,5.2,788.88,0,1.01,0,24444.81,0.97,0.99,4729.31
9.25,16.64,1.01,20.59,0.95,546.15,9.28,461.1,4057.95,56.58,465.69,442.26,2,5.13,827.82,0,1.01,0,24248.32,0.96,0.96,3702.2
13.92,21.16,1.91,13.2,0.98,529.87,8.09,309.81,4330.24,57.68,483.29,286.37,1.95,5.05,780.12,0,0.98,0,24978.06,1,1.04,4664.22
19.71,21.74,0,5.04,11.46,543.95,7.92,462.69,3918.18,56.96,466.84,439.85,1.99,5.21,767.79,0,1.05,0,24900.25,0.99,0.98,3511.25
19.92,21.57,1.93,3.13,11.99,609.22,8.75,448.45,3922.69,55.97,491.59,457.37,1.94,4.76,799.46,0,0.97,0,25919.96,0.99,1.03,5550.18
22.45,22.87,1.93,21.53,0.96,761.56,8.84,457.14,4020.35,54.32,482.55,452.6,1.99,4.86,789.63,0,0.98,0,25897.59,1.03,0.97,8434.56
14.15,21.18,1.91,13.56,0.99,515.83,8.14,1320.44,5004.8,40.56,425.66,1266.96,1.93,5.05,751.58,0,1.04,0,24419.6,0.97,0.96,4385.69
13.65,21.1,2.02,22.75,1,678.26,9.59,462.48,4059.67,57.41,489.05,438.57,2.02,4.87,773.19,0,0.98,0,23650.81,0.97,1.04,7076.43
13.6,22.41,2.05,13.24,1.02,537.68,8.64,456.89,4716.16,63.7,463.3,348.26,2.05,5.16,801.15,0,0.99,0,25842.51,1.02,1.04,4666.09
12.98,22.6,0,6.98,1,311.54,8.09,428.16,3920.86,52.57,459.18,425.87,2.06,4.97,820.23,0,1.01,0,24649.31,1.04,1.01,1527.31
22.82,23.74,1.92,5.73,1.03,468.57,7.99,439.16,3985.36,56.39,490.18,450.32,2.02,4.93,795.7,0,0.97,0,24439.75,0.96,0.99,4059.68
15.48,22.38,0,13.38,12.15,693.25,8.73,456.13,4127.27,55.44,470.58,433.62,1.97,5.08,776.98,0,0.98,0,25559.5,0.96,0.98,4771.7
16.51,22.9,1.02,9.41,1,636.22,8.52,453.94,3909.24,56.14,493.69,441.54,2.01,5.18,807.41,0,1.05,0,24699.93,0.99,1.03,4494.15
14,22.91,1.94,13.3,1.03,504.85,8.04,840.04,4335.52,54.12,398.05,991.82,2.03,4.9,799.52,0,0.99,0,25087.33,0.98,1.02,4680.74
18.56,22.88,2.05,16.97,11.6,753.73,8.25,450.8,4153.86,54.4,457.65,458.89,1.92,4.98,801.81,0,1.05,0,23713.73,0.97,0.99,8409.37
14.41,21.45,1.94,12.51,1.04,524.19,8.02,935.82,4386.03,65.34,390.87,839.87,2.08,4.93,808.96,0,1,0,24863.08,0.96,1.02,4503.74
15.7,22.04,0,10.98,1.01,441.97,8.23,434.67,4082.9,55.33,474.19,456.36,1.91,4.86,811.06,0,0.95,0,24378.16,0.96,1.02,2480.53
22.49,22.91,1.96,14.49,1.01,670.35,8.25,443.11,3920,57.61,467.46,452.1,1.91,4.81,795.68,0,0.98,0,24556.57,1.04,1.01,6779.68
13.32,22.53,2.02,12.59,1.05,494.33,8.04,664.69,5287.05,118.35,413.6,600.22,2.03,5.03,823.65,0,1.02,0,24376.32,1.02,0.99,4545.24
9.87,19.59,1.01,5.14,1.05,357.78,9.48,421.79,4282.2,53.28,464.04,443.32,2.01,5.14,784.44,0,1.04,0,24356.96,0.98,1.04,1963.03
18.8,23.88,3.02,21.62,1,768.16,7.07,462.63,4063.61,54.03,456.76,425.45,2.08,5.01,790.9,0,1.04,0,23606.08,0.97,0.99,8768.68
14.07,21.55,1.95,12.65,1,535.1,8.09,422.06,3319.93,46.43,662.07,382.01,2.02,5,779.93,0,0.99,0,23900.35,1,0.97,4367.01
11.48,22.84,0,5.99,12.15,528.47,7.65,460.32,4107.08,57.29,502.11,437.16,2.02,5.02,778.21,0,0.96,0,24687.2,1.02,0.95,3321.08
13.75,21.48,1.99,12.89,1.05,518.23,8.64,311.79,4308.89,67.99,423.96,364.18,2,4.81,760.69,0,1.02,0,24215.14,1,0.98,4938.27
14.16,21.05,2.02,13.47,1.01,511.87,8.07,328.67,4723.41,64.91,496.14,187.18,2.03,5.08,812.05,0,1.04,0,23932.26,1.02,1,4496.12
7.09,17.89,1.97,17.45,1.01,376.01,9.05,448.29,4090.94,54.13,478.14,446.66,2,5.22,798.26,0,1.02,0,24367.78,0.98,1,3110.96
